id,name,text,text_jp
$C3320_MAIN_2800_1200_01_tif,Tifa,FOREE_718,FOREE_718
$C3320_MAIN_2800_1200_02_cld,Cloud,FOREE_719,FOREE_719
$C3320_MAIN_2800_1200_03_lud,Rude,FOREE_720,FOREE_720
$C3320_MAIN_2800_1200_05_eln,Elena,FOREE_721,FOREE_721
$C3320_MAIN_2800_1200_05_tif,Tifa,FOREE_722,FOREE_722
$C3320_MAIN_2800_1200_07_art,Aerith,FOREE_723,FOREE_723
$C3320_MAIN_2800_1200_08_eln,Elena,FOREE_724,FOREE_724
$C3320_MAIN_2800_1200_11_eln,Elena,FOREE_725,FOREE_725
$C3320_MAIN_2800_1200_18_ren,Reno,FOREE_726,FOREE_726
$C3320_MAIN_2800_1300_00_art,Aerith,Cloud!,クラウド！
$C3320_MAIN_2800_1300_04_eln,Elena,FOREE_728,FOREE_728
$C3320_MAIN_2800_1300_08_eln,Elena,FOREE_729,FOREE_729
$C3320_MAIN_2800_1400_00_eln,Elena,FOREE_730,FOREE_730
$C3320_MAIN_2800_1500_00_cld,Cloud,No need to grieve.,悲しむことはない
$C3320_MAIN_2800_1500_08_eln,Elena,FOREE_732,FOREE_732
$C3320_MAIN_2800_1600_00_cld,Cloud,They’re just returning to the planet.,ただ　星に帰るだけだ
$C3320_MAIN_2800_1600_05_tif,Tifa,FOREE_734,FOREE_734
$C3320_MAIN_2800_1700_00_tif,Tifa,Can we stop now?,もう　やめよう？
$C3320_MAIN_2800_1800_00_blt,Barret,One of the Turks went ahead already. We gotta hurry too!,タークスがひとり　先行してやがる<br>オレたちも急ごうぜ
$C3320_MAIN_2800_1900_00_cld,Cloud,"Yeah, you’re right.",ああ　そうだな
$C3320_MAIN_2800_1900_03_eln,Elena,FOREE_738,FOREE_738
$C3320_MAIN_2800_2000_00_vin,Vincent,A Turk’s worth lies in staying alive.,生きてこその　タークスだ
$C3330_MAIN_0100_0100_00_tsu,Tseng,"Judging by its structure, this ruin is a fortress.",構造からして　この遺跡は砦だ
$C3330_MAIN_0100_0200_00_tsu,Tseng,Traces of combat are scattered throughout.,散見される戦闘の痕跡
$C3330_MAIN_0100_0210_00_tsu,Tseng,Who were the Ancients’ enemies? Monsters?,古代種の敵は誰だ　モンスターか？
$C3330_MAIN_0100_0300_00_sep,Sephiroth,"No, foolish humanity.",いや　愚かな人類だ
$C3330_MAIN_0100_0300_05_tsu,Tseng,FOREE_744,FOREE_744
$C3330_MAIN_0100_0300_08_tsu,Tseng,FOREE_745,FOREE_745
$C3330_MAIN_0100_0400_00_sep,Sephiroth,"Fearing and envying the Ancients’ power, humanity slaughtered them.",古代種の力を恐れ<br>妬んだ人類が　古代種を虐殺した
$C3330_MAIN_0100_0500_00_tsu,Tseng,FOREE_747,FOREE_747
$C3330_MAIN_0100_0600_00_cld,Cloud,Sephiroth...,セフィロス……
$C3330_MAIN_0100_0600_05_tsu,Tseng,FOREE_749,FOREE_749
$C3330_MAIN_0100_0700_00_art,Aerith,Tseng!,ツォン！
$C3330_MAIN_0100_0800_00_sep,Sephiroth,No need to grieve.,悲しむことはない
$C3330_MAIN_0100_0810_00_sep,Sephiroth,They’re just returning to the planet.,ただ　星に帰るだけだ
$C3330_MAIN_0100_0900_00_sep,Sephiroth,We’ll meet again.,また　会える
$C3330_MAIN_0100_0900_07_tsu,Tseng,FOREE_754,FOREE_754
$C3330_MAIN_0200_0000_05_art,Aerith,FOREE_755,FOREE_755
$C3330_MAIN_0200_0100_00_art,Aerith,Tseng!,ツォン！
$C3330_MAIN_0200_0100_05_art,Aerith,FOREE_757,FOREE_757
$C3330_MAIN_0200_0100_08_tsu,Tseng,FOREE_758,FOREE_758
$C3330_MAIN_0200_0200_00_tsu,Tseng,Are you unharmed?,無事か？
$C3330_MAIN_0200_0300_00_art,Aerith,Worried about me right now?,わたしの心配してる場合？
$C3330_MAIN_0200_0400_00_tsu,Tseng,One thing—,ひとつ──
$C3330_MAIN_0200_0400_05_art,Aerith,FOREE_762,FOREE_762
$C3330_MAIN_0200_0500_00_tsu,Tseng,Tell me.,教えてくれ
$C3330_MAIN_0200_0510_00_tsu,Tseng,Is this the Promised Land?,ここは　約束の地なのか？
$C3330_MAIN_0200_0510_05_art,Aerith,FOREE_765,FOREE_765
$C3330_MAIN_0200_0600_00_art,Aerith,"No, it’s not. I’m sure it’s not.",ちがう　きっとちがう
$C3330_MAIN_0200_0700_00_tsu,Tseng,"I see. Not it, then.",そうか　ちがうか
$C3330_MAIN_0200_0700_05_tsu,Tseng,FOREE_768,FOREE_768
$C3330_MAIN_0200_0800_00_art,Aerith,"You believe me just like that, huh.",すぐ　信じるね
$C3330_MAIN_0200_0900_00_tsu,Tseng,FOREE_770,FOREE_770
$C3330_MAIN_0200_1000_00_art,Aerith,"Sometimes...you were kind, weren’t you?",ときどき　やさしかったよね
$C3330_MAIN_0200_1000_05_tsu,Tseng,FOREE_772,FOREE_772
$C3330_MAIN_0200_1000_08_tsu,Tseng,FOREE_773,FOREE_773
$C3330_MAIN_0200_1100_00_tsu,Tseng,This pedestal is the key...It won’t react unless you’re an Ancient.,この台座が鍵だ……<br>古代種でなければ反応しない
$C3330_MAIN_0200_1100_05_tsu,Tseng,FOREE_775,FOREE_775
$C3330_MAIN_0200_1200_00_art,Aerith,Don’t move!,動かないで！
$C3330_MAIN_0200_1300_00_tsu,Tseng,A report...to the company.,社に……報告だ
$C3330_MAIN_0200_1300_02_tsu,Tseng,FOREE_778,FOREE_778
$C3330_MAIN_0200_1300_05_art,Aerith,FOREE_779,FOREE_779
$C3330_MAIN_0200_1400_00_cld,Cloud,"Aerith, take a look.",エアリス　見てくれ
$C3330_MAIN_0200_1400_05_art,Aerith,FOREE_781,FOREE_781
$C3330_MAIN_0300_0050_05_art,Aerith,FOREE_782,FOREE_782
$C3330_MAIN_0300_0100_00_cld,Cloud,Can you read it?,読めるか？
$C3330_MAIN_0300_0100_05_art,Aerith,FOREE_784,FOREE_784
$C3330_MAIN_0300_0100_08_art,Aerith,FOREE_785,FOREE_785
$C3330_MAIN_0300_0200_00_art,Aerith,"""O tranquil warriors,  gaze upon yourselves once more.""",『穏やかなる戦士たちよ<br>　いまいちど　己を見つめよ』
$C3330_MAIN_0300_0210_00_art,Aerith,"""The tracks you’ve carved, stained red,  shall become your sustenance.""",『刻みし轍は　赤く染まり<br>　そなたの糧とならん』
$C3330_MAIN_0300_0300_00_art,Aerith,"""Never, ever forget your anger.""",『ゆめゆめ　怒りを忘れることなかれ』
$C3330_MAIN_0300_0300_02_art,Aerith,FOREE_789,FOREE_789
$C3330_MAIN_0300_0300_04_art,Aerith,FOREE_790,FOREE_790
$C3330_MAIN_0300_0300_06_yfi,Yuffie,FOREE_791,FOREE_791
$C3330_MAIN_0300_0300_07_tif,Tifa,FOREE_792,FOREE_792
$C3330_MAIN_0300_0300_08_red,Red XIII,FOREE_793,FOREE_793
$C3330_MAIN_0300_0300_09_blt,Barret,FOREE_794,FOREE_794
$C3330_MAIN_0300_0400_00_blt,Barret,So we’re supposed to go in there?,あそこに入れってことか？
$C3330_MAIN_0300_0500_00_art,Aerith,"Yeah, one by one. It’s a trial for each of us.",うん　ひとりずつ<br>試練を受けるの
$C3330_MAIN_0300_0500_05_tif,Tifa,FOREE_797,FOREE_797
$C3330_MAIN_0300_0600_00_tif,Tifa,Looks like Cloud doesn’t have to go.,クラウドは　行かなくていいみたい
$C3330_MAIN_0300_0700_00_yfi,Yuffie,No fair!,ズルい！
$C3330_MAIN_0300_0800_00_cld,Cloud,I’ll wait here. Hurry up.,俺はここで待つ　急いでくれ
$C3330_MAIN_0300_0900_00_blt,Barret,"If we gotta go, let’s get it over with!",行くしかねえなら　さっさと行くぜ
$C3330_MAIN_0300_0900_05_yfi,Yuffie,FOREE_802,FOREE_802
$C3330_MAIN_0300_1000_00_blt,Barret,"See ya later, then!",そんじゃあ　あとでな
$C3330_MAIN_0300_1000_05_art,Aerith,FOREE_804,FOREE_804
$C3330_MAIN_0310_0100_00_blt,Barret,"""Don’t forget your anger""? Don’t need to tell me twice!",怒りを忘れるなって？<br>そんなの　言われるまでもねえ
$C3330_MAIN_0310_0200_00_blt,Barret,Testing my anger? They’re underestimating me!,オレの怒りを試すなんて　なめられたもんだぜ
$C3330_MAIN_0310_0300_00_tif,Tifa,Cloud...he’s been acting strange since we got to the temple.,クラウド……<br>神殿に来てから　変だよね
$C3330_MAIN_0310_0400_00_tif,Tifa,"It’s like...No, never mind.",なんだか……<br>ううん　なんでもない
$C3330_MAIN_0310_0500_00_red,Red XIII,"We’re splitting up from here, huh.",こっからは別々だね
$C3330_MAIN_0310_0600_00_red,Red XIII,"Feels a little daunting, maybe.",ちょっと心細いかも
$C3330_MAIN_0310_0700_00_yfi,Yuffie,"Compared to ninja training, this is a piece of cake~!",シノビの修行に比べたら　こんなのラクショ～！
$C3330_MAIN_0310_0800_00_yfi,Yuffie,Wanna bet some materia on who gets back first?,だれが最初に帰ってくるか　マテリア賭けない？
$C3330_MAIN_0310_0900_00_cld,Cloud,I don’t need a trial.,俺に試練は必要ない
$C3330_MAIN_0310_1000_00_cld,Cloud,Make it quick.,早くしてくれ
$C3330_MAIN_0320_0100_00_art,Aerith,This is...,これって……
$C3330_MAIN_0320_0100_05_art,Aerith,FOREE_816,FOREE_816
$C3330_MAIN_0320_0100_13_red,Red XIII,FOREE_817,FOREE_817
$C3330_MAIN_0320_0100_15_red,Red XIII,FOREE_818,FOREE_818
$C3330_MAIN_0320_0100_17_red,Red XIII,FOREE_819,FOREE_819
$C3330_MAIN_0400_0200_00_red,Red XIII,It’s not just an illusion.,ただの幻覚じゃないや
$C3330_MAIN_0450_0100_00_skm,Security Guard,Test subject located!,実験体　発見！
$C3330_MAIN_0450_0200_00_skm,Security Guard,Over here!,こっちだ
$C3330_MAIN_0450_0300_00_skm,Security Guard,Capture it!,捕獲する！
$C3330_MAIN_0600_0100_00_red,Red XIII,This place...,ここは……
$C3330_MAIN_0700_0000_05_red,Red XIII,FOREE_825,FOREE_825
$C3330_MAIN_0700_0000_06_skm,NPC,FOREE_826,FOREE_826
$C3330_MAIN_0700_0000_08_red,Red XIII,FOREE_827,FOREE_827
$C3330_MAIN_0700_0000_10_skm,Security Guard,FOREE_828,FOREE_828
$C3330_MAIN_0700_0000_12_skm,Security Guard,FOREE_829,FOREE_829
$C3330_MAIN_0700_0000_14_skm,NPC,FOREE_830,FOREE_830
$C3330_MAIN_0700_0090_00_skm,Security Guard,Stay still!,おとなしくしろ！
$C3330_MAIN_0700_0100_00_skm,Security Guard,FOREE_832,FOREE_832
$C3330_MAIN_0700_0100_05_red,Red XIII,FOREE_833,FOREE_833
$C3330_MAIN_0700_0100_07_skm,Security Guard,FOREE_834,FOREE_834
$C3330_MAIN_0700_0200_00_hjo,Hojo,"Hey, hey, this is a valuable sample. Handle it with care, will you?",おいおい　貴重なサンプルだ<br>丁寧に扱ってくれよ
$C3330_MAIN_0700_0200_05_red,Red XIII,FOREE_836,FOREE_836
$C3330_MAIN_0700_0200_07_skm,Security Guard,FOREE_837,FOREE_837
$C3330_MAIN_0700_0200_09_skm,NPC,FOREE_838,FOREE_838
$C3330_MAIN_0700_0250_00_red,Red XIII,FOREE_839,FOREE_839
$C3330_MAIN_0700_0250_01_red,Red XIII,FOREE_840,FOREE_840
$C3330_MAIN_0700_0250_02_red,Red XIII,FOREE_841,FOREE_841
$C3330_MAIN_0700_0250_03_red,Red XIII,FOREE_842,FOREE_842
$C3330_MAIN_0800_0100_00_hjo,Hojo,"Come on, Number 13, this way.",さあ　１３番　こっちだ
$C3330_MAIN_0800_0100_05_skm,NPC,FOREE_844,FOREE_844
$C3330_MAIN_0800_0100_07_skm,NPC,FOREE_845,FOREE_845
$C3330_MAIN_0900_0000_05_red,Red XIII,FOREE_846,FOREE_846
$C3330_MAIN_0900_0000_07_skm,NPC,FOREE_847,FOREE_847
$C3330_MAIN_0900_0000_09_skm,NPC,FOREE_848,FOREE_848
$C3330_MAIN_0900_0100_00_hjo,Hojo,"Alright, good! Hold it down tight.",よし　いいぞ！<br>しっかり押さえてろよ
$C3330_MAIN_0900_0200_00_red,Red XIII,FOREE_850,FOREE_850
$C3330_MAIN_0900_0201_00_red,Red XIII,FOREE_851,FOREE_851
$C3330_MAIN_0900_0202_00_red,Red XIII,FOREE_852,FOREE_852
$C3330_MAIN_0900_0300_00_hjo,Hojo,"Red fur, the thirteenth rare specimen.",赤い体毛　１３番目の稀少種実験体
$C3330_MAIN_0900_0400_00_hjo,Hojo,That’s right.,そうだな
$C3330_MAIN_0900_0410_00_hjo,Hojo,"Starting today, you’re ""Red XIII.""",おまえは今日から『レッドXIII』だ
$C3330_MAIN_0900_0410_05_red,Red XIII,FOREE_856,FOREE_856
$C3330_MAIN_0900_0500_00_hjo,Hojo,Shall we begin?,始めようか
$C3330_MAIN_0900_0600_00_red,Red XIII,FOREE_858,FOREE_858
$C3330_MAIN_0900_0601_00_red,Red XIII,FOREE_859,FOREE_859
$C3330_MAIN_0900_0700_00_hjo,Hojo,"Move, and it’ll fail.",動くと失敗するぞ
$C3330_MAIN_0900_0710_00_hjo,Hojo,FOREE_861,FOREE_861
$C3330_MAIN_0900_0800_00_red,Red XIII,FOREE_862,FOREE_862
$C3330_MAIN_1000_0049_05_tif,Tifa,FOREE_863,FOREE_863
$C3330_MAIN_1000_0049_08_tif,Tifa,FOREE_864,FOREE_864
$C3330_MAIN_1000_0050_05_tif,Tifa,FOREE_865,FOREE_865
$C3330_MAIN_1000_0050_08_tif,Tifa,FOREE_866,FOREE_866
$C3330_MAIN_1100_0100_00_tif,Tifa,Cloud?,クラウド？
$C3330_MAIN_1100_0200_00_tif,Tifa,FOREE_868,FOREE_868
$C3330_MAIN_1200_0000_05_tif,Tifa,FOREE_869,FOREE_869
$C3330_MAIN_1200_0100_00_tif,Tifa,No way...,そんな……
$C3330_MAIN_1210_0100_00_tif,Tifa,Wait!,待って！
$C3330_MAIN_1300_0100_00_tif,Tifa,Papa...?,パパ……？
$C3330_MAIN_1300_0100_05_tif,Tifa,FOREE_873,FOREE_873
$C3330_MAIN_1300_0200_00_tif,Tifa,"No, not the mountain!",ダメ　山はダメ！
$C3330_MAIN_1500_0050_05_tif,Tifa,FOREE_875,FOREE_875
$C3330_MAIN_1500_0050_08_tif,Tifa,FOREE_876,FOREE_876
$C3330_MAIN_1600_0100_00_tif,Tifa,Papa!,パパ！
$C3330_MAIN_1600_0200_00_tif,Tifa,FOREE_878,FOREE_878
$C3330_MAIN_1600_0300_00_tif,Tifa,I won’t forgive them.,許さない
$C3330_MAIN_1600_0400_00_tif,Tifa,"Sephiroth, SOLDIER...",セフィロス　ソルジャー……
$C3330_MAIN_1600_0410_00_tif,Tifa,"The reactor, Shinra, all of it...",魔晄炉　神羅　ぜんぶ……
$C3330_MAIN_1600_0500_00_tif,Tifa,I hate it all!,ぜんぶ　大キライ！
$C3330_MAIN_1700_0050_05_yfi,Yuffie,FOREE_883,FOREE_883
$C3330_MAIN_1700_0050_08_yfi,Yuffie,FOREE_884,FOREE_884
$C3330_MAIN_1800_0100_00_yfi,Yuffie,"Not scared, not scared...",こわくない　こわくない……
$C3330_MAIN_1800_0100_05_yfi,Yuffie,FOREE_886,FOREE_886
$C3330_MAIN_1800_0200_00_yfi,Yuffie,FOREE_887,FOREE_887
$C3330_MAIN_1800_0200_05_yfi,Yuffie,FOREE_888,FOREE_888
$C3330_MAIN_2000_0100_00_snn,<i>???</i>,"<i>Senior Yuffie, ""act like a cat in someone else’s house"", right?</i>",<i>ユフィ先輩　『他人の家では猫かぶれ』だよ</i>
$C3330_MAIN_2000_0150_00_yfi,Yuffie,Sonon...,ソノン……
$C3330_MAIN_2000_0200_00_snn,<i>Sonon</i>,"<i>Senior, this time, be cautious. We should avoid unnecessary fights.</i>",<i>先輩　今度こそ慎重に<br>無用な戦いは避けたい</i>
$C3330_MAIN_2000_0300_00_snn,<i>Sonon</i>,"<i>Senior, anything left undone? There’s no turning back now.</i>",<i>先輩　やり残したことはないか？<br>もう後戻りはできないぞ</i>
$C3330_MAIN_2000_0400_00_snn,<i>Sonon</i>,"<i>Senior, survive and fight—</i>",<i>先輩　生き延びて　戦え――</i>
$C3330_MAIN_2000_0500_00_yfi,Yuffie,I won’t lose!,負けないから！
$C3330_MAIN_2100_0100_00_snn,???,Senior.,先輩
$C3330_MAIN_2100_0200_00_yfi,Yuffie,Sonon?,ソノン？
$C3330_MAIN_2100_0200_05_snn,NPC,FOREE_897,FOREE_897
$C3330_MAIN_2100_0200_08_yfi,Yuffie,FOREE_898,FOREE_898
$C3330_MAIN_2100_0300_00_ner,Nero,FOREE_899,FOREE_899
$C3330_MAIN_2100_0300_05_ner,Nero,FOREE_900,FOREE_900
$C3330_MAIN_2100_0300_08_yfi,Yuffie,FOREE_901,FOREE_901
$C3330_MAIN_2100_0300_11_yfi,Yuffie,FOREE_902,FOREE_902
$C3330_MAIN_2100_0400_00_ner,Nero,"Since you didn’t come for him, I’ve been playing with him instead.",君が迎えに来ないから<br>ボクが遊んであげてるんだ
$C3330_MAIN_2100_0500_00_yfi,Yuffie,FOREE_904,FOREE_904
$C3330_MAIN_2100_0500_05_yfi,Yuffie,FOREE_905,FOREE_905
$C3330_MAIN_2100_0500_09_yfi,Yuffie,FOREE_906,FOREE_906
$C3330_MAIN_2100_0600_00_ner,Nero,FOREE_907,FOREE_907
$C3330_MAIN_2100_0600_05_yfi,Yuffie,FOREE_908,FOREE_908
$C3330_MAIN_2100_0700_00_yfi,Yuffie,FOREE_909,FOREE_909
$C3330_MAIN_2200_0000_05_blt,Barret,FOREE_910,FOREE_910
$C3330_MAIN_2200_0000_07_blt,Barret,FOREE_911,FOREE_911
$C3330_MAIN_2200_0000_09_blt,Barret,FOREE_912,FOREE_912
$C3330_MAIN_2200_0000_11_blt,Barret,FOREE_913,FOREE_913
$C3330_MAIN_2200_0100_00_blt,Barret,What the hell’s goin’ on here?,どうなってんだ　こりゃ？
$C3330_MAIN_2250_0100_00_blt,Barret,"Corel, huh?",コレルか
$C3330_MAIN_2250_0200_00_blt,Barret,Then that means up ahead is...,ってことは　この先は……
$C3330_MAIN_2280_0100_00_mma,NPC,"Hey, Barret, you’re back?",よう　バレット帰ったのか？
$C3330_MAIN_2280_0200_00_mma,NPC,How’s the reactor holdin’ up?,魔晄炉の調子はどうだった？
$C3330_MAIN_2280_0300_00_mma,NPC,Mina’s waitin’ for ya.,ミーナが待ってるぜ
$C3330_MAIN_2280_0400_00_mma,NPC,Hurry home and wash off that sweat.,はやく家に帰って　汗流しな
$C3330_MAIN_2280_0500_00_mfa,NPC,"Barret, good work out there.",バレット　おつかれさま
$C3330_MAIN_2280_0600_00_mfa,NPC,"Thanks to you, the village’ll thrive.",あんたのおかげで　村が豊かになるよ
$C3330_MAIN_2280_0700_00_mfa,NPC,"Livin’ with a reactor sure is somethin’, huh?",魔晄炉がある暮らしってのは<br>いいもんだねえ
$C3330_MAIN_2280_0800_00_mfa,NPC,"Barret, good work.",バレット　おつかれさま
$C3330_MAIN_2300_0000_05_blt,Barret,FOREE_925,FOREE_925
$C3330_MAIN_2300_0100_00_min,Mina,Welcome back.,おかえりなさい
$C3330_MAIN_2300_0100_05_blt,Barret,FOREE_927,FOREE_927
$C3330_MAIN_2300_0100_08_min,Mina,FOREE_928,FOREE_928
$C3330_MAIN_2300_0200_00_min,Mina,What’s wrong? You’ve got a weird look on your face.,どうしたの　変な顔して
$C3330_MAIN_2300_0200_05_min,Mina,FOREE_930,FOREE_930
$C3330_MAIN_2300_0300_00_blt,Barret,Mina!,ミーナ！
$C3330_MAIN_2300_0300_05_min,Mina,FOREE_932,FOREE_932
$C3330_MAIN_2300_0300_08_blt,Barret,FOREE_933,FOREE_933
$C3330_MAIN_2300_0400_00_min,Mina,What’s with the sudden shout?,いきなり　なに？
$C3330_MAIN_2300_0400_05_min,Mina,FOREE_935,FOREE_935
$C3330_MAIN_2300_0400_08_min,Mina,FOREE_936,FOREE_936
$C3330_MAIN_2300_0500_00_min,Mina,"Come on, you’re tired, right? Get inside.",ほら疲れたでしょ　入って
$C3330_MAIN_2300_0500_05_blt,Barret,FOREE_938,FOREE_938
$C3330_MAIN_2300_0600_00_blt,Barret,Yeah.,ああ
$C3330_MAIN_2300_0600_05_min,Mina,FOREE_940,FOREE_940
$C3330_MAIN_2300_0600_08_blt,Barret,FOREE_941,FOREE_941
$C3330_MAIN_2400_0000_05_blt,Barret,FOREE_942,FOREE_942
$C3330_MAIN_2400_0000_07_blt,Barret,FOREE_943,FOREE_943
$C3330_MAIN_2400_0000_09_blt,Barret,FOREE_944,FOREE_944
$C3330_MAIN_2400_0100_00_blt,Barret,Mina?,ミーナ？
$C3330_MAIN_2400_0110_00_blt,Barret,Mina...,ミーナ……
$C3330_MAIN_2400_0200_00_blt,Barret,Mina!,ミーナ！
$C3330_MAIN_2500_0100_00_blt,Barret,Mina!,ミーナ！
$C3330_MAIN_2500_0200_00_blt,Barret,"Mina, where are you?!",ミーナ　どこだ！
$C3330_MAIN_2500_0300_00_blt,Barret,Mina...,ミーナ……
$C3330_MAIN_2500_0400_00_blt,Barret,FOREE_951,FOREE_951
$C3330_MAIN_2500_0401_00_blt,Barret,FOREE_952,FOREE_952
$C3330_MAIN_2500_0500_00_blt,Barret,Damn it...!,くっそ……！
$C3330_MAIN_2500_0600_00_blt,Barret,Uwooooh!,うおおおお！
$C3330_MAIN_2600_0100_00_blt,Barret,Mina!,ミーナ！
$C3330_MAIN_2600_0100_05_blt,Barret,FOREE_956,FOREE_956
$C3330_MAIN_2600_0200_00_blt,Barret,"No way...Don’t go, stay here!",そんな……ダメだ　いくな！
$C3330_MAIN_2600_0210_00_blt,Barret,"Mina, please don’t leave me.",ミーナ　いかないでくれ
$C3330_MAIN_2600_0300_00_blt,Barret,FOREE_959,FOREE_959
$C3330_MAIN_2700_0050_05_art,Aerith,FOREE_960,FOREE_960
$C3330_MAIN_2800_0100_00_mma,Announcement,"Next stop, Sector 4 Slums, Sector 4 Slums.",次は四番街スラム　四番街スラムです
$C3330_MAIN_2800_0100_03_art,Aerith,FOREE_962,FOREE_962
$C3330_MAIN_2800_0200_00_efa,Ifalna,FOREE_963,FOREE_963
$C3330_MAIN_2800_0300_00_efa,Ifalna,It’ll be okay.,大丈夫だからね
$C3330_MAIN_2800_0400_00_art,Aerith,Yeah...,うん……
$C3330_MAIN_2800_0500_00_art,Aerith,Mom...,お母さん……
$C3330_MAIN_2900_0100_00_efa,<i>Ifalna</i>,"<i>Aerith, how about a little adventure?</i>",<i>エアリス　ちょっと冒険してみない？</i>
$C3330_MAIN_2900_0200_00_art,<i>Aerith</i>,<i>What are we gonna do?</i>,<i>なにをするの？</i>
$C3330_MAIN_2900_0300_00_efa,<i>Ifalna</i>,<i>We’re getting out of here.</i>,<i>ここから　出るの</i>
$C3330_MAIN_2900_0310_00_efa,<i>Ifalna</i>,<i>We’ll leave and breathe the outside air.</i>,<i>出て　外の空気を吸いに行くの</i>
$C3330_MAIN_2900_0400_00_art,<i>Aerith</i>,"<i>If we breathe the outside air, will you get better, Mom? No more shots?</i>",<i>外の空気を吸ったら　お母さんは元気になる？<br>注射もしない？</i>
$C3330_MAIN_2900_0500_00_efa,<i>Ifalna</i>,"<i>Yes, I think I’ll feel better.</i>",<i>そうね　そうなれると思う</i>
$C3330_MAIN_2900_0600_00_art,<i>Aerith</i>,<i>Yay!</i>,<i>やった！</i>
$C3330_MAIN_3000_0000_05_efa,Ifalna,FOREE_974,FOREE_974
$C3330_MAIN_3000_0100_00_art,Aerith,"Are you okay, Mom?",だいじょうぶ？　お母さん
$C3330_MAIN_3000_0200_00_efa,Ifalna,I’m sorry...We’re only halfway through our adventure.,ごめんね……<br>冒険　途中なのに
$C3330_MAIN_3000_0300_00_art,Aerith,"Mom, wait here. I’ll go get a doctor.",お母さん　待っててね<br>お医者さん呼んでくる
$C3330_MAIN_3000_0300_05_art,Aerith,FOREE_978,FOREE_978
$C3330_MAIN_3000_0400_00_art,Aerith,Who...?,だれ……？
$C3330_MAIN_3000_0400_05_art,Aerith,FOREE_980,FOREE_980
$C3330_MAIN_3000_0500_00_art,Aerith,Hang in there.,がんばって
$C3330_MAIN_3100_0100_00_art,Aerith,Does anyone know a doctor?!,お医者さんを知りませんか！
$C3330_MAIN_3100_0200_00_art,Aerith,"Someone, please!",だれか　お願いします！
$C3330_MAIN_3100_0300_00_art,Aerith,Help my mom!,お母さんを助けて！
$C3330_MAIN_3100_0310_00_art,Aerith,Please help!,助けてください！
$C3330_MAIN_3100_0320_00_art,Aerith,Isn’t there a doctor around?!,お医者さん　いませんか！
$C3330_MAIN_3100_0330_00_art,Aerith,My mom’s in trouble!,お母さん　大変なの！
$C3330_MAIN_3150_0100_00_mma,Slum Resident,"Sorry, kid, I don’t know.",悪いね　わからないよ
$C3330_MAIN_3150_0200_00_mma,Slum Resident,Try somewhere else.,ほかをあたってくれ
$C3330_MAIN_3150_0300_00_mfa,Slum Resident,"Quit makin’ noise, scram!",うるさいね　どっかいきな
$C3330_MAIN_3150_0400_00_mfa,Slum Resident,No one’s comin’ to help.,助けなんか来ないよ
$C3330_MAIN_3200_0000_07_art,Aerith,FOREE_992,FOREE_992
$C3330_MAIN_3200_0000_09_mma,Slum Resident,FOREE_993,FOREE_993
$C3330_MAIN_3200_0100_00_mma,Slum Resident,"Kid, go home and sleep!",ガキは　家帰って寝てろ！
$C3330_MAIN_3200_0100_05_mfa,Slum Resident,FOREE_995,FOREE_995
$C3330_MAIN_3200_0200_00_mma,Slum Resident,FOREE_996,FOREE_996
$C3330_MAIN_3200_0200_11_art,Aerith,FOREE_997,FOREE_997
$C3330_MAIN_3200_0200_13_art,Aerith,FOREE_998,FOREE_998
$C3330_MAIN_3200_0200_15_art,Aerith,FOREE_999,FOREE_999
$C3330_MAIN_3200_0300_00_elm,Elmyra,You okay?,大丈夫かい？
$C3330_MAIN_3200_0400_00_art,Aerith,I’m fine.,大丈夫です
$C3330_MAIN_3200_0410_00_art,Aerith,Do you know a doctor?,お医者さん　知りませんか？
$C3330_MAIN_3200_0500_00_elm,Elmyra,We live pretty far out. I don’t know any doctors around here.,うちは　はずれのほうでね<br>このあたりの医者は知らないんだ
$C3330_MAIN_3200_0600_00_art,Aerith,I see...,そうですか……
$C3330_MAIN_3200_0700_00_elm,Elmyra,Want to tell me more?,よかったら　詳しく
$C3330_MAIN_3200_0800_00_art,Aerith,Thank you.,ありがとうございます
$C3330_MAIN_3200_0810_00_art,Aerith,I’m going back to my mom.,わたし　お母さんのとこ　戻ります
$C3330_MAIN_3200_0900_00_elm,Elmyra,That so?,そうかい？
$C3330_MAIN_3300_0100_00_art,Aerith,"Mom, I’m sorry.",お母さん　ごめんね
$C3330_MAIN_3300_0200_00_art,Aerith,FOREE_1010,FOREE_1010
$C3330_MAIN_3300_0201_00_art,Aerith,FOREE_1011,FOREE_1011
$C3330_MAIN_3300_0202_00_art,Aerith,FOREE_1012,FOREE_1012
$C3330_MAIN_3300_0203_00_art,Aerith,FOREE_1013,FOREE_1013
$C3330_MAIN_3300_0300_00_art,Aerith,"I’ll be right back, okay?",いま　戻るからね
$C3330_MAIN_3400_0050_00_art,Aerith,Mom.,お母さん
$C3330_MAIN_3400_0050_05_efa,Ifalna,FOREE_1016,FOREE_1016
$C3330_MAIN_3400_0060_00_efa,Ifalna,Aerith...,エアリス……
$C3330_MAIN_3400_0070_00_efa,Ifalna,I’m returning to the planet now.,私はもう　星に帰るよ
$C3330_MAIN_3400_0070_05_art,Aerith,FOREE_1019,FOREE_1019
